document_id_a,document_id_b,relation,confidence,evidence_note
rcsi:rcsi282688,pochvovedenie:rcsi282688,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi282689,pochvovedenie:rcsi282689,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287023,pochvovedenie:rcsi287023,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287032,pochvovedenie:rcsi287032,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287034,pochvovedenie:rcsi287034,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287041,pochvovedenie:rcsi287041,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287045,pochvovedenie:rcsi287045,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287051,pochvovedenie:rcsi287051,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287055,pochvovedenie:rcsi287055,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287056,pochvovedenie:rcsi287056,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287058,pochvovedenie:rcsi287058,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287061,pochvovedenie:rcsi287061,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287503,pochvovedenie:rcsi287503,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287551,pochvovedenie:rcsi287551,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287552,pochvovedenie:rcsi287552,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287553,pochvovedenie:rcsi287553,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287556,pochvovedenie:rcsi287556,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287557,pochvovedenie:rcsi287557,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287559,pochvovedenie:rcsi287559,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287563,pochvovedenie:rcsi287563,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287565,pochvovedenie:rcsi287565,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287566,pochvovedenie:rcsi287566,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi287567,pochvovedenie:rcsi287567,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi288986,pochvovedenie:rcsi288986,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi288990,pochvovedenie:rcsi288990,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi288994,pochvovedenie:rcsi288994,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi288999,pochvovedenie:rcsi288999,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi289038,pochvovedenie:rcsi289038,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi289041,pochvovedenie:rcsi289041,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi289042,pochvovedenie:rcsi289042,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi291726,pochvovedenie:rcsi291726,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
springer:10.1134_S1064229324604529,pochvovedenie:rcsi291729,translation_of,confirmed,"Raw table fingerprint: 72 shared numeric cells (Jaccard 0.87, 3.0x runner-up, mutual best match). Confirmed by independent source-pair review: mutual-best numeric-table fingerprint and translation-pair identity; no separate observations merged."
rcsi:rcsi291729,pochvovedenie:rcsi291729,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi291733,pochvovedenie:rcsi291733,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi291737,pochvovedenie:rcsi291737,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi291741,pochvovedenie:rcsi291741,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi291742,pochvovedenie:rcsi291742,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
springer:10.1134_S1064229324602968,pochvovedenie:rcsi291743,translation_of,confirmed,Title/authors/year match in srv-ecology full texts: Enzyme Activity of Oil-Contaminated Chernozem and Soddy-Podzolic Soil / Ферментативная активность чернозема и дерново-подзолистой почвы при загрязнении нефтью; Pochvovedenie 2025 No. 4.
rcsi:rcsi291743,pochvovedenie:rcsi291743,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi294783,pochvovedenie:rcsi294783,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi294786,pochvovedenie:rcsi294786,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi294799,pochvovedenie:rcsi294799,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi294803,pochvovedenie:rcsi294803,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi294807,pochvovedenie:rcsi294807,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi294808,pochvovedenie:rcsi294808,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi294811,pochvovedenie:rcsi294811,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi295079,pochvovedenie:rcsi295079,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi295085,pochvovedenie:rcsi295085,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi295086,pochvovedenie:rcsi295086,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
springer:10.1134_S1064229324603615,pochvovedenie:rcsi295088,translation_of,confirmed,"Raw table fingerprint: 47 shared numeric cells (Jaccard 0.64, 4.1x runner-up, mutual best match). Confirmed by independent source-pair review: mutual-best numeric-table fingerprint and translation-pair identity; no separate observations merged."
rcsi:rcsi295088,pochvovedenie:rcsi295088,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi295091,pochvovedenie:rcsi295091,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi295092,pochvovedenie:rcsi295092,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi295095,pochvovedenie:rcsi295095,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi295098,pochvovedenie:rcsi295098,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi295101,pochvovedenie:rcsi295101,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi295102,pochvovedenie:rcsi295102,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi295104,pochvovedenie:rcsi295104,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi295107,pochvovedenie:rcsi295107,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi295111,pochvovedenie:rcsi295111,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi295114,pochvovedenie:rcsi295114,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi295115,pochvovedenie:rcsi295115,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi306458,pochvovedenie:rcsi306458,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi306459,pochvovedenie:rcsi306459,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
springer:10.1134_S1064229324603974,pochvovedenie:rcsi306460,translation_of,confirmed,"Raw table fingerprint: 42 shared numeric cells (Jaccard 0.56, 5.6x runner-up, mutual best match). Confirmed by independent source-pair review: mutual-best numeric-table fingerprint and translation-pair identity; no separate observations merged."
rcsi:rcsi306460,pochvovedenie:rcsi306460,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi306461,pochvovedenie:rcsi306461,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi306462,pochvovedenie:rcsi306462,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi306463,pochvovedenie:rcsi306463,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi306468,pochvovedenie:rcsi306468,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi306469,pochvovedenie:rcsi306469,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi306470,pochvovedenie:rcsi306470,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi306471,pochvovedenie:rcsi306471,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi306472,pochvovedenie:rcsi306472,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi306473,pochvovedenie:rcsi306473,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi306474,pochvovedenie:rcsi306474,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi308161,pochvovedenie:rcsi308161,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi308162,pochvovedenie:rcsi308162,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi308163,pochvovedenie:rcsi308163,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi308164,pochvovedenie:rcsi308164,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi308165,pochvovedenie:rcsi308165,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi308166,pochvovedenie:rcsi308166,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi308167,pochvovedenie:rcsi308167,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi308168,pochvovedenie:rcsi308168,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi308169,pochvovedenie:rcsi308169,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi308170,pochvovedenie:rcsi308170,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi308801,pochvovedenie:rcsi308801,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi308802,pochvovedenie:rcsi308802,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi308803,pochvovedenie:rcsi308803,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi308804,pochvovedenie:rcsi308804,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi308805,pochvovedenie:rcsi308805,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
springer:10.1134_S1064229325601131,pochvovedenie:rcsi308806,translation_of,confirmed,Title/authors/year match in srv-ecology full texts: Developing a Spatial Soil Database with Environmental Variables: Experience of the Republic of Bashkortostan / Разработка пространственной почвенной базы данных с переменными окружающей среды: опыт Республики Башкортостан; Pochvovedenie 2025 No. 10.
rcsi:rcsi308806,pochvovedenie:rcsi308806,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi308808,pochvovedenie:rcsi308808,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi308809,pochvovedenie:rcsi308809,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi308810,pochvovedenie:rcsi308810,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi308811,pochvovedenie:rcsi308811,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi308812,pochvovedenie:rcsi308812,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi352044,pochvovedenie:rcsi352044,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi352045,pochvovedenie:rcsi352045,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi352046,pochvovedenie:rcsi352046,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi352047,pochvovedenie:rcsi352047,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi352048,pochvovedenie:rcsi352048,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi352049,pochvovedenie:rcsi352049,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi352050,pochvovedenie:rcsi352050,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi352051,pochvovedenie:rcsi352051,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi352052,pochvovedenie:rcsi352052,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi352053,pochvovedenie:rcsi352053,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi352054,pochvovedenie:rcsi352054,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi352055,pochvovedenie:rcsi352055,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi352056,pochvovedenie:rcsi352056,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi352058,pochvovedenie:rcsi352058,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi352059,pochvovedenie:rcsi352059,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi352060,pochvovedenie:rcsi352060,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi352061,pochvovedenie:rcsi352061,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi356165,pochvovedenie:rcsi356165,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi356166,pochvovedenie:rcsi356166,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi356167,pochvovedenie:rcsi356167,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi356168,pochvovedenie:rcsi356168,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi356169,pochvovedenie:rcsi356169,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi356170,pochvovedenie:rcsi356170,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi356171,pochvovedenie:rcsi356171,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi356172,pochvovedenie:rcsi356172,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi356173,pochvovedenie:rcsi356173,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi356174,pochvovedenie:rcsi356174,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
springer:10.1134_S1064229325602379,pochvovedenie:rcsi356175,translation_of,confirmed,"Raw table fingerprint: 8 shared numeric cells (Jaccard 0.62, 2.5x runner-up, mutual best match). Confirmed by independent source-pair review: mutual-best numeric-table fingerprint and translation-pair identity; no separate observations merged."
rcsi:rcsi356175,pochvovedenie:rcsi356175,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi356176,pochvovedenie:rcsi356176,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi356177,pochvovedenie:rcsi356177,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi356178,pochvovedenie:rcsi356178,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
springer:10.1134_S1064229325602434,pochvovedenie:rcsi356179,translation_of,confirmed,"Raw table fingerprint: 12 shared numeric cells (Jaccard 0.71, 20.8x runner-up, mutual best match). Confirmed by independent source-pair review: mutual-best numeric-table fingerprint and translation-pair identity; no separate observations merged."
rcsi:rcsi356179,pochvovedenie:rcsi356179,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi405749,pochvovedenie:rcsi405749,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi405750,pochvovedenie:rcsi405750,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi405751,pochvovedenie:rcsi405751,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi405752,pochvovedenie:rcsi405752,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi405753,pochvovedenie:rcsi405753,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi405754,pochvovedenie:rcsi405754,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi405755,pochvovedenie:rcsi405755,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
springer:10.1134_S1064229325602756,pochvovedenie:rcsi405756,translation_of,confirmed,"Raw table fingerprint: 147 shared numeric cells (Jaccard 1.00, 8.6x runner-up, mutual best match). Confirmed by independent source-pair review: mutual-best numeric-table fingerprint and translation-pair identity; no separate observations merged."
rcsi:rcsi405756,pochvovedenie:rcsi405756,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi405757,pochvovedenie:rcsi405757,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi405758,pochvovedenie:rcsi405758,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
springer:10.1134_S1064229325601076,pochvovedenie:rcsi405759,translation_of,confirmed,Title/authors/year match in srv-ecology full texts: Assessment of the Ecological Status of Technogenic Ecotopes of Dumps in Donbass Coal Mines / Оценка экологического состояния техногенных экотопов отвалов угольных шахт Донбасса; Pochvovedenie 2026 No. 2.
rcsi:rcsi405759,pochvovedenie:rcsi405759,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi405784,pochvovedenie:rcsi405784,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi405785,pochvovedenie:rcsi405785,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
rcsi:rcsi405786,pochvovedenie:rcsi405786,same_study,confirmed,Same RCSI article identifier represented by the legacy Pochvovedenie import and the current RCSI OCR import; retain source provenance and deduplicate at study level.
