document_id_a,document_id_b,relation,confidence,evidence_note
springer:10.1134_S1064229320090082,pochvovedenie:Pochved2009008Kashulina,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=9, pages=1132–1143; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320090094,pochvovedenie:Pochved2009009Lyubimova,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=9, pages=1100–1110; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320090100,pochvovedenie:Pochved2009010Mikailsoi,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=9, pages=1085–1093; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320090112,pochvovedenie:Pochved2009011Orlova,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=11, pages=1383–1392; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320090124,pochvovedenie:Pochved2009012Polyanskaya,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=9, pages=1094–1099; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932009015X,pochvovedenie:Pochved2009015Shamrikova,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=9, pages=1053–1070; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320090161,pochvovedenie:Pochved2009016Smirnova,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=9, pages=1041–1052; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320090173,pochvovedenie:Pochved2009017Sycheva,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=11, pages=1297–1315; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320100026,pochvovedenie:Pochved2010002AlekseevaI,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=10, pages=1157–1169; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320100038,pochvovedenie:Pochved2010003AlekseevaII,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=10, pages=1287–1294; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320100087,pochvovedenie:Pochved2010008Gubin,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=10, pages=1182–1191; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320100099,pochvovedenie:Pochved2010009Khudyakov,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=10, pages=1237–1246; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320100105,pochvovedenie:Pochved2010010Kudeyarov,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=10, pages=1192–1205; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320100117,pochvovedenie:Pochved2010011Kurganova,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=10, pages=1220–1236; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320100129,pochvovedenie:Pochved2010012Maltseva,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=10, pages=1206–1219; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320100142,pochvovedenie:Pochved2010014Ovchinnikov,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=10, pages=1170–1181; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320100154,pochvovedenie:Pochved2010015Priputina,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=10, pages=1262–1275; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320100166,pochvovedenie:Pochved2010016Rivkina,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=10, pages=1247–1261; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320110034,pochvovedenie:Pochved2011003AzarenkoMyasni,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=11, pages=1412–1422; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320110046,pochvovedenie:Pochved2011004Babaev,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=11, pages=1393–1400; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320110058,pochvovedenie:Pochved2011005Bobrik,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=11, pages=1328–1340; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932011006X,pochvovedenie:Pochved2011006Kazeev,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=11, pages=1372–1382; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320110071,pochvovedenie:Pochved2011007Kulakova,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=11, pages=1341–1352; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320110083,pochvovedenie:Pochved2011008Kulyanitsa,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=12, pages=1460–1477; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320110095,pochvovedenie:Pochved2011009Ladonin,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=11, pages=1401–1411; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320110137,pochvovedenie:Pochved2011013Yakovleva,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=11, pages=1316–1327; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320110149,pochvovedenie:Pochved2011014Yudina,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=11, pages=1353–1371; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320120029,pochvovedenie:Pochved2012002Alekseev,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=12, pages=1425–1435; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320120030,pochvovedenie:Pochved2012003Belik,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=12, pages=1489–1497; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320120042,pochvovedenie:Pochved2012004Bryanskaya,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=12, pages=1537–1546; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320120054,pochvovedenie:Pochved2012005Elizarov,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=12, pages=1451–1459; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932012008X,pochvovedenie:Pochved2012008Nikitin,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=12, pages=1508–1520; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320120091,pochvovedenie:Pochved2012009Orazzhanova,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=12, pages=1498–1507; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932012011X,pochvovedenie:Pochved2012011Startsev,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=12, pages=1478–1488; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320120121,pochvovedenie:Pochved2012012Sverchkova,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=12, pages=1436–1450; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320120133,pochvovedenie:Pochved2012013Sychev,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=12, pages=1521–1536; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321010026,pochvovedenie:Pochved2101002Agadzhanova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=1, pages=3–16; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932101004X,pochvovedenie:Pochved2101004Khitrov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=1, pages=120–135; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321010051,pochvovedenie:Pochved2101005Kotelnikova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=1, pages=100–119; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321010063,pochvovedenie:Pochved2101006Krasnoshchekov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=1, pages=31–44; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321010075,pochvovedenie:Pochved2101007Litvin,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=1, pages=136–148; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321010087,pochvovedenie:Pochved2101008LopesDeGerenyu,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=1, pages=45–59; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321010099,pochvovedenie:Pochved2101009Lukin,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=1, pages=60–69; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321010105,pochvovedenie:Pochved2101010Manucharova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=1, pages=80–89; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321010117,pochvovedenie:Pochved2101011Nevedrov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=1, pages=70–79; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321010130,pochvovedenie:Pochved2101013Vasbieva,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=1, pages=90–99; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321010154,pochvovedenie:Pochved2101015Zhidkin,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=1, pages=17–30; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321020046,pochvovedenie:Pochved2102004Gavrilyuk,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=2, pages=168–182; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321020058,pochvovedenie:Pochved2102005Glushakova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=2, pages=224–231; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932102006X,pochvovedenie:Pochved2102006Golosov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=2, pages=247–260; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321020071,pochvovedenie:Pochved2102007Kholodov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=2, pages=240–246; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321020083,pochvovedenie:Pochved2102008Lipatov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=2, pages=211–223; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321020101,pochvovedenie:Pochved2102010Maslov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=2, pages=261–270; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321020137,pochvovedenie:Pochved2102013Rukhovich,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=2, pages=151–167; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321020149,pochvovedenie:Pochved2102014Sosorova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=2, pages=196–210; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321020150,pochvovedenie:Pochved2102015Vanchikova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=2, pages=183–195; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321020162,pochvovedenie:Pochved2102016Zavyalova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=2, pages=232–239; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321030029,pochvovedenie:Pochved2103002Avetov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=5, pages=568–581; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321030030,pochvovedenie:Pochved2103003Cheptsov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=3, pages=347–354; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321030042,pochvovedenie:Pochved2103004Chernova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=3, pages=273–286; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321030078,pochvovedenie:Pochved2103007Kholodov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=3, pages=320–326; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932103008X,pochvovedenie:Pochved2103008Kuleshova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=3, pages=338–346; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321030091,pochvovedenie:Pochved2103009Kulikova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=3, pages=304–319; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321030108,pochvovedenie:Pochved2103010Kurganova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=3, pages=287–303; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321030121,pochvovedenie:Pochved2103012Merzlaya,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=3, pages=355–362; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321030133,pochvovedenie:Pochved2103013Smagin,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=3, pages=327–337; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321030157,pochvovedenie:Pochved2103015Terekhova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=3, pages=372–384; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321030169,pochvovedenie:Pochved2103016Tsvetnov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=3, pages=363–371; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321040025,pochvovedenie:Pochved2104002Abakumov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=4, pages=451–464; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321040037,pochvovedenie:Pochved2104003Abrosimov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=4, pages=475–488; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321040050,pochvovedenie:Pochved2104005Chendev,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=4, pages=387–406; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321040062,pochvovedenie:Pochved2104006Gendugov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=4, pages=521–526; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321040086,pochvovedenie:Pochved2104008Inisheva,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=4, pages=420–428; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321040098,pochvovedenie:Pochved2104009Koptsik,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=4, pages=489–501; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321040104,pochvovedenie:Pochved2104010Likhanova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=4, pages=502–520; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321040116,pochvovedenie:Pochved2104011Maslov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=4, pages=436–450; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932104013X,pochvovedenie:Pochved2104013Shakhnazarova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=4, pages=429–435; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321040141,pochvovedenie:Pochved2104014Sokolov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=4, pages=407–419; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321040177,pochvovedenie:Pochved2104017Uspenskaya,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=4, pages=465–474; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321050033,pochvovedenie:Pochved2105003Belik,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=5, pages=631–640; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321050045,pochvovedenie:Pochved2105004Borisov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=5, pages=542–557; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321050057,pochvovedenie:Pochved2105005Bugaets,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=9, pages=1085–1096; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321050070,pochvovedenie:Pochved2105007Ershov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=5, pages=529–541; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321050082,pochvovedenie:Pochved2105008Gamzikov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=5, pages=582–591; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321050094,pochvovedenie:Pochved2105009Golovchenko,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=7, pages=838–848; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321050100,pochvovedenie:Pochved2105010Gusev,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=5, pages=620–630; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321050124,pochvovedenie:Pochved2105012Klimenko,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=5, pages=606–619; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321050148,pochvovedenie:Pochved2105014Okoneshnikova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=5, pages=558–567; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932105015X,pochvovedenie:Pochved2105015Prokashev,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=5, pages=641–654; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321050173,pochvovedenie:Pochved2105017Semenyuk,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=5, pages=592–605; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932106003X,pochvovedenie:Pochved2106003Artemeva,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=6, pages=686–700; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321060041,pochvovedenie:Pochved2106004Burdukovskii,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=6, pages=747–756; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321060053,pochvovedenie:Pochved2106005Grechishcheva,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=6, pages=675–685; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321060077,pochvovedenie:Pochved2106007Khitrov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=6, pages=657–674; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321060089,pochvovedenie:Pochved2106008Korneikova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=6, pages=725–734; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321060107,pochvovedenie:Pochved2106010Makarov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=6, pages=735–746; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321060120,pochvovedenie:Pochved2106012Sokolov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=6, pages=701–714; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321060132,pochvovedenie:Pochved2106013Terekhova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=6, pages=757–768; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321060144,pochvovedenie:Pochved2106014Terleev,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=6, pages=715–724; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321060156,pochvovedenie:Pochved2106015Trubetskaya,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=7, pages=862–870; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321070024,pochvovedenie:Pochved2107002Borisov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=7, pages=849–861; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321070036,pochvovedenie:Pochved2107003Efremova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=7, pages=771–782; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932107005X,pochvovedenie:Pochved2107005Gopp,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=7, pages=783–796; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321070061,pochvovedenie:Pochved2107006Khaustov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=7, pages=871–883; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321070073,pochvovedenie:Pochved2107007Kovalev,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=7, pages=827–837; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321070085,pochvovedenie:Pochved2107008Lednev,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=7, pages=884–896; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321070103,pochvovedenie:Pochved2107010Matyshak,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=7, pages=815–826; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321070127,pochvovedenie:Pochved2107012Savin,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=7, pages=806–814; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321070139,pochvovedenie:Pochved2107013Vasilchuk,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=7, pages=797–805; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321080068,pochvovedenie:Pochved2108006Farkhodov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=8, pages=927–934; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321080081,pochvovedenie:Pochved2108008Kashirskaya,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=8, pages=946–956; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321080093,pochvovedenie:Pochved2108009Khitrov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=8, pages=899–910; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932108010X,pochvovedenie:Pochved2108010Koptsik,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=8, pages=969–982; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321080111,pochvovedenie:Pochved2108011Kosheleva,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=8, pages=999–1016; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321080123,pochvovedenie:Pochved2108012Kudryavtseva,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=8, pages=957–968; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321080147,pochvovedenie:Pochved2108014Sapronov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=8, pages=935–945; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321080159,pochvovedenie:Pochved2108015Shamrikova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=8, pages=911–926; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321090027,pochvovedenie:Pochved2109002Abrosimov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=9, pages=1097–1112; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321090039,pochvovedenie:Pochved2109003Kalnin,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=9, pages=1113–1123; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321090040,pochvovedenie:Pochved2109004Kurganova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=9, pages=1061–1075; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321090064,pochvovedenie:Pochved2109006Polyakov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=9, pages=1051–1060; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321090076,pochvovedenie:Pochved2109007Shein,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=9, pages=1076–1084; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321090088,pochvovedenie:Pochved2109008Skvortsova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=9, pages=1133–1142; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932109009X,pochvovedenie:Pochved2109009SmaginI,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=9, pages=1033–1050; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321090106,pochvovedenie:Pochved2109010SmaginII,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=9, pages=1150–1164; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321090118,pochvovedenie:Pochved2109011Suzdaleva,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=9, pages=1124–1132; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932109012X,pochvovedenie:Pochved2109012Tagiverdiev,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=9, pages=1143–1149; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321090131,pochvovedenie:Pochved2109013Umarova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=9, pages=1019–1032; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321100033,pochvovedenie:Pochved2110003Ananeva,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=10, pages=1231–1246; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321100057,pochvovedenie:Pochved2110005Dubovik,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=10, pages=1195–1206; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
