profile_id,site_id,latitude,longitude,spatial_confidence,corpus,document_id,title,doi,publication_year,profile_label,author_soil_type_raw,author_profile_formula_raw,soil_classification,classification_system,land_use,notes,evidence_text,evidence_path
profile:coordinate_first_label:180236e944a570f2a12e,site:pochvovedenie:Pochved1906012Taskaeva:text:raw:dms:l:0,67.43416666666667,63.82638888888889,reported,pochvovedenie,pochvovedenie:Pochved1906012Taskaeva,ХАРАКТЕРИСТИКА СООБЩЕСТВ МИКРОАРТРОПОД,,2019,4,,,,,,Explicit profile/pit label within 180 characters of an author-reported coordinate.,"{""spatial_linkage"": ""coordinate_local_explicit_profile_label"", ""coordinate_candidate_id"": ""pochvovedenie:Pochved1906012Taskaeva:text:raw:dms:l:0"", ""label_distance_characters"": 164}
 мхи. Кустистые и листоватые лишайники встречаются преимущественно небольшими пятнами на бу- горках. Почва – глеезем криометаморфический (Folic Stagnosol (Gelic)). Участок 4. Кустарничковая мохово-лишайни- ковая тундра (67°26′03″ N, 63°49′35″ E) располага- ется на относительно выровненной первой над- пойменной террасе р. Воркута. Микрорельеф представлен в виде небольших торфяных кочек и понижений. Проективное покрытие травянисто- кустарничкового яруса 40–50%. В сообществе обычно несколько содоминант",Pochved1906012Taskaeva.txt
profile:coordinate_first_label:6a8f7ce31d219cde0659,site:pochvovedenie:Pochved1906012Taskaeva:text:raw:ru_abbr:dms:1,67.53333333333333,64.03333333333333,reported,pochvovedenie,pochvovedenie:Pochved1906012Taskaeva,ХАРАКТЕРИСТИКА СООБЩЕСТВ МИКРОАРТРОПОД,,2019,2,,,,,,Explicit profile/pit label within 180 characters of an author-reported coordinate.,"{""spatial_linkage"": ""coordinate_local_explicit_profile_label"", ""coordinate_candidate_id"": ""pochvovedenie:Pochved1906012Taskaeva:text:raw:ru_abbr:dms:1"", ""label_distance_characters"": 196}
борка урожая прекратились. Поч- ва – дерново-луговая (Mollic Stagnosol (Siltic, Gelic)), поверхность почвы покрыта уплотнен- ным слоем слаборазложившегося растительного материала толщиной 2–3 см. Участок 2. Разнотравно-злаковое сообщество (67°32′ N, 64°02′ E) расположено в пределах пра- вобережной пойменной террасы р. Воркута. В травостое доминирующее положение занимают кострец безостый (Bromopus inermis) и виды раз- нотравья: вероника длиннолистная (Veronica lon- gifolia), толстореберник альпийский (Pachipleurum alpinum), дудник лекарственный (Angelica archan- lelica) и ",Pochved1906012Taskaeva.txt
profile:coordinate_first_label:6cc3cea63e7364e09aa6,site:pochvovedenie:Pochved1909002Chimitdorzhiev:text:raw:dms:l:0,52.53830555555555,111.03869444444445,reported,pochvovedenie,pochvovedenie:Pochved1909002Chimitdorzhiev,ПОЧВОВЕДЕНИЕ,,2019,2,,,,,,Explicit profile/pit label within 180 characters of an author-reported coordinate.,"{""spatial_linkage"": ""coordinate_local_explicit_profile_label"", ""coordinate_candidate_id"": ""pochvovedenie:Pochved1909002Chimitdorzhiev:text:raw:dms:l:0"", ""label_distance_characters"": 171}
елый суглинок, мокрый, плотный, очень слабо вскипает, каменистый, камни более 1 см. Почва: чернозем квазиглеевый, Calcaric Stag- nic Phaeozem (Loamic). Экспериментальная  площадка  2  (ЭП2, рис. 4, В, 4, Г). Разр. Б4Р2. 52°32′17.9″ N, 111°2′19.3″ E, H 955 м. Вершина бугра. Проективное покрытие 80%, до- минанты: злаки – вострец китайский (Leymus chinensis), мятлик оттянутый (Poa attenuata). АU, 0–30 см. Темно-серый, сухой, рыхлый, опесчаненный средний суглинок, комковатой структуры, густо пронизан корням",Pochved1909002Chimitdorzhiev.txt
profile:coordinate_first_label:b0f92e865837d949cedf,site:pochvovedenie:Pochved1911003Desyatkin:text:raw:degree_decimal_minutes_cardinal:2,62.13333333333333,130.41666666666666,reported,pochvovedenie,pochvovedenie:Pochved1911003Desyatkin,ВЛИЯНИЕ УВЕЛИЧЕНИЯ ГЛУБИНЫ ДЕЯТЕЛЬНОГО СЛОЯ ПОЧВЫ,,2019,3,,,,,,Explicit profile/pit label within 180 characters of an author-reported coordinate.,"{""spatial_linkage"": ""coordinate_local_explicit_profile_label"", ""coordinate_candidate_id"": ""pochvovedenie:Pochved1911003Desyatkin:text:raw:degree_decimal_minutes_cardinal:2"", ""label_distance_characters"": 258}
ит до 20. Почва пале- вая слабоосолоделая среднесуглинистая (Haplic Cryosol (Loamic, Ochric)) с формулой морфологи- ческого строения профиля: О1(0–2 см)–АJ(2– 9 см)–AJe(9–15 см)–BPL(15–43 см)–BCA(43– 68 см)–Сca(68–88 см), залегает на слабольдистой мерзлоте. Точка 3 – координаты: 62°08′ N, 130°25′ E. Ре- льеф ровный. Сомкнутость крон 0.6. Доминирует Betula platyphylla Sukacz., высота до 8–10 м. В под- леске обычны Salix bebbiana Sarg., Rosa acicularis Lindl., Ribes acidum Turcz. В травостое обильны Bromus ircutensis Kom., Poa pratensis L., Carex pedi- formis C.A. Mey, Sanguisorba officinalis L., Gallium verum L., Artemisia tanacetifolia L. Обычны такие виды, как Geranium ",Pochved1911003Desyatkin.txt
profile:coordinate_first_label:b7b7f75f1663c6fa448e,site:pochvovedenie:Pochved1911003Desyatkin:text:raw:ru_abbr:dms:1,62.11666666666667,130.3,reported,pochvovedenie,pochvovedenie:Pochved1911003Desyatkin,ВЛИЯНИЕ УВЕЛИЧЕНИЯ ГЛУБИНЫ ДЕЯТЕЛЬНОГО СЛОЯ ПОЧВЫ,,2019,2,,,Podzol,WRB,,Explicit profile/pit label within 180 characters of an author-reported coordinate.,"{""spatial_linkage"": ""coordinate_local_explicit_profile_label"", ""coordinate_candidate_id"": ""pochvovedenie:Pochved1911003Desyatkin:text:raw:degree_decimal_minutes_cardinal:1"", ""label_distance_characters"": 258}
ации и ди- агностики почв Роcсии [14]. Почва подбур опод- золенный супесчаный (Entic Podzol (Arenic, Gelic)) с формулой морфологического строения профиля: О(0–1 см)–А(1–6 см)–BHFe(6–27 см)–BHF(27– 53 см)–C(53–150 см). Ниже залегает слабольди- стая мерзлота. Точка 2 – координаты: 62°07′ N, 130°18′ E. Ре- льеф ровный. Растительность – багульниково- брусничный лиственничник. Основная лесооб- разующая порода – Larix gmelinii L., сопутствует Betula platyphylla Sukacz. Сомкнутость крон 0.7, высота пород древесного яруса 15–20 м. Подле- сок развит слабо, состоит из Rosa acicularis Lindl., Spiraea flexuosa Fisch. В травяно-кустарничковом покрове (покрытие 60%, средняя высота 25–",Pochved1911003Desyatkin.txt
profile:coordinate_first_label:b8e2015b848da78b6c4b,site:pochvovedenie:Pochved1909002Chimitdorzhiev:text:raw:strict:l:0,52.53853,111.45755,reported,pochvovedenie,pochvovedenie:Pochved1909002Chimitdorzhiev,ПОЧВОВЕДЕНИЕ,,2019,1,,,,,,Explicit profile/pit label within 180 characters of an author-reported coordinate.,"{""spatial_linkage"": ""coordinate_local_explicit_profile_label"", ""coordinate_candidate_id"": ""pochvovedenie:Pochved1909002Chimitdorzhiev:text:raw:strict:l:0"", ""label_distance_characters"": 174}
о- доразделах. При наземном исследовании деформаций по- верхности рельефа выбраны экспериментальные площадки, на которых были заложены почвен- ные разрезы. Экспериментальная площадка 1 (ЭП1, рис. 4, А, 4, Б) Разр. Б1Р3. 52.53853° N, 111.45755° E, высота над ур. м. (H) 950 м. Вершина бугра пучения. Расти- тельный покров представлен полынно-разнотрав- но-лапчатковой ассоциацией. Доминантные виды: лапчатка скученная (Potentilla acervata Sojak), пы- рей ползучий (Elytrigia repens L. Nevski), вика мы- шин",Pochved1909002Chimitdorzhiev.txt
profile:coordinate_first_label:c46e9461819b790e39ae,site:pochvovedenie:Pochved1906012Taskaeva:text:raw:ru_abbr:dms:2,67.41666666666667,63.833333333333336,reported,pochvovedenie,pochvovedenie:Pochved1906012Taskaeva,ХАРАКТЕРИСТИКА СООБЩЕСТВ МИКРОАРТРОПОД,,2019,3,,,,,,Explicit profile/pit label within 180 characters of an author-reported coordinate.,"{""spatial_linkage"": ""coordinate_local_explicit_profile_label"", ""coordinate_candidate_id"": ""pochvovedenie:Pochved1906012Taskaeva:text:raw:ru_abbr:dms:2"", ""label_distance_characters"": 183}
сообществом формируется аллювиальная гумусовая глееватая постагрогенная почва (Gleyic Fluvisol (Arenic, Humic)).  ПОЧВОВЕДЕНИЕ   № 6   2019 ХАРАКТЕРИСТИКА СООБЩЕСТВ МИКРОАРТРОПОД 713 Участок 3. Мелкоерниковая кустарничково- моховая тундра (67°25′ N, 63°50′ E) находится в долине р. Воркута в пределах второй надпоймен- ной террасы, полого наклонной в сторону русла реки. Микрорельеф умеренно выражен, пред- ставлен, в основном, моховыми кочками вокруг кустов, местами встречаются пятна выморажива- ния. Кустарниковый ярус образуют Betula nana при участии Salix lanata и Salix ph",Pochved1906012Taskaeva.txt
profile:coordinate_first_label:d48d1717d7cf5217a058,site:pochvovedenie:Pochved1911003Desyatkin:text:raw:ru_abbr:dms:3,62.13333333333333,130.51666666666668,reported,pochvovedenie,pochvovedenie:Pochved1911003Desyatkin,ВЛИЯНИЕ УВЕЛИЧЕНИЯ ГЛУБИНЫ ДЕЯТЕЛЬНОГО СЛОЯ ПОЧВЫ,,2019,4,,,,,,Explicit profile/pit label within 180 characters of an author-reported coordinate.,"{""spatial_linkage"": ""coordinate_local_explicit_profile_label"", ""coordinate_candidate_id"": ""pochvovedenie:Pochved1911003Desyatkin:text:raw:ru_abbr:dms:3"", ""label_distance_characters"": 218}
 Achille amillefolium L. Почва палевая типичная среднесуглинистая (Haplic Cryosol (Loamic)) с формулой морфоло- гического строения профиля: АJ(1–5 см)– BPL(5–35 см)–ВСA(35–72 см), залегает на сла- больдистой мерзлоте. Точка 4 – координаты: 62°08′ N, 130°31′ E, 100 м южнее аласа Улахан Сыххан. Рельеф ровный, по- верхность почвы имеет полигонально-трещино- ватый нанорельеф. Диаметр полигонов до 70 см, высота 10–15 см, ширина трещин до 20 см. Расти- тельность: лиственничник багульниково-брус- ничный зеленомошно-ягельниковый. Первый ярус представлен Larix gmelinii Ledeb., сомк",Pochved1911003Desyatkin.txt
profile:coordinate_first_label:e6bc615c1199c3739058,site:pochvovedenie:Pochved1911003Desyatkin:text:raw:degree_decimal_minutes_cardinal:2,62.13333333333333,130.41666666666666,reported,pochvovedenie,pochvovedenie:Pochved1911003Desyatkin,ВЛИЯНИЕ УВЕЛИЧЕНИЯ ГЛУБИНЫ ДЕЯТЕЛЬНОГО СЛОЯ ПОЧВЫ,,2019,3,,,,,,Explicit profile/pit label within 180 characters of an author-reported coordinate.,"{""spatial_linkage"": ""coordinate_local_explicit_profile_label"", ""coordinate_candidate_id"": ""pochvovedenie:Pochved1911003Desyatkin:text:raw:degree_decimal_minutes:2"", ""label_distance_characters"": 258}
ит до 20. Почва пале- вая слабоосолоделая среднесуглинистая (Haplic Cryosol (Loamic, Ochric)) с формулой морфологи- ческого строения профиля: О1(0–2 см)–АJ(2– 9 см)–AJe(9–15 см)–BPL(15–43 см)–BCA(43– 68 см)–Сca(68–88 см), залегает на слабольдистой мерзлоте. Точка 3 – координаты: 62°08′ N, 130°25′ E. Ре- льеф ровный. Сомкнутость крон 0.6. Доминирует Betula platyphylla Sukacz., высота до 8–10 м. В под- леске обычны Salix bebbiana Sarg., Rosa acicularis Lindl., Ribes acidum Turcz. В травостое обильны Bromus ircutensis Kom., Poa pratensis L., Carex pedi- formis C.A. Mey, Sanguisorba officinalis L., Gallium verum L., Artemisia tanacetifolia L. Обычны такие виды, как Geranium ",Pochved1911003Desyatkin.txt
profile:coordinate_first_label:e9c35a6d498ab6626d1d,site:pochvovedenie:Pochved1911003Desyatkin:text:raw:ru_abbr:dms:3,62.13333333333333,130.51666666666668,reported,pochvovedenie,pochvovedenie:Pochved1911003Desyatkin,ВЛИЯНИЕ УВЕЛИЧЕНИЯ ГЛУБИНЫ ДЕЯТЕЛЬНОГО СЛОЯ ПОЧВЫ,,2019,4,,,Cryosol,WRB,,Explicit profile/pit label within 180 characters of an author-reported coordinate.,"{""spatial_linkage"": ""coordinate_local_explicit_profile_label"", ""coordinate_candidate_id"": ""pochvovedenie:Pochved1911003Desyatkin:text:raw:degree_decimal_minutes_cardinal:3"", ""label_distance_characters"": 258}
us humilis Fisch., Vicica amoena Fisch., Achille amillefolium L. Почва палевая типичная среднесуглинистая (Haplic Cryosol (Loamic)) с формулой морфоло- гического строения профиля: АJ(1–5 см)– BPL(5–35 см)–ВСA(35–72 см), залегает на сла- больдистой мерзлоте. Точка 4 – координаты: 62°08′ N, 130°31′ E, 100 м южнее аласа Улахан Сыххан. Рельеф ровный, по- верхность почвы имеет полигонально-трещино- ватый нанорельеф. Диаметр полигонов до 70 см, высота 10–15 см, ширина трещин до 20 см. Расти- тельность: лиственничник багульниково-брус- ничный зеленомошно-ягельниковый. Первый ярус представлен Larix gmelinii Ledeb., сомкну- тость крон 0.8–0.9, высота деревьев 8–10 м. На- почвенны",Pochved1911003Desyatkin.txt
profile:coordinate_first_label:fcc171fa5e382eb5fb0c,site:pochvovedenie:Pochved1911003Desyatkin:text:raw:ru_abbr:dms:4,62.15,130.63333333333333,reported,pochvovedenie,pochvovedenie:Pochved1911003Desyatkin,ВЛИЯНИЕ УВЕЛИЧЕНИЯ ГЛУБИНЫ ДЕЯТЕЛЬНОГО СЛОЯ ПОЧВЫ,,2019,5,,,,,,Explicit profile/pit label within 180 characters of an author-reported coordinate.,"{""spatial_linkage"": ""coordinate_local_explicit_profile_label"", ""coordinate_candidate_id"": ""pochvovedenie:Pochved1911003Desyatkin:text:raw:ru_abbr:dms:4"", ""label_distance_characters"": 218}
. Почва: палевая типичная легкосуглини- стая на покровных суглинках (Haplic Cryosol (Loamic, Ochric)) с формулой строения профиля: О(0–1 см)–АJ(1–6 см)–ВPL(6–34 см)–ВCA(34– 100 см), залегает на слабольдистой мерзлоте. Точка 5 – координаты: 62°09′ N, 130°38′ E, 70 м южнее аласа Ынах. Рельеф ровный, со слабым уклоном в сторону аласной котловины. Наноре- льеф: бугорковато-трещиноватый. Высота бугров до 7–10 см, диаметр – 70–100 см. Видимая шири- на заполненных опадом трещин до 20–30 см. Лиственничник травяно-брусничный, основная лесообразующая порода – Larixg melinii Ledeb. С",Pochved1911003Desyatkin.txt
profile:explicit_pit:0f55516c6c5991ea1331,site:pochvovedenie:Pochved1911003Desyatkin:text:raw:ru_abbr:dms:0,62.1,130.23333333333332,reported,pochvovedenie,pochvovedenie:Pochved1911003Desyatkin,ВЛИЯНИЕ УВЕЛИЧЕНИЯ ГЛУБИНЫ ДЕЯТЕЛЬНОГО СЛОЯ ПОЧВЫ,,2019,2,,,,,,Explicit pit label and author-reported coordinate in one source phrase.,"{""spatial_linkage"": ""explicit_labeled_pit_coordinate"", ""coordinate_candidate_id"": ""pochvovedenie:Pochved1911003Desyatkin:text:raw:ru_abbr:dms:0""}
Точка 2
Точка 3
Точка 3
Точка 4
Точка 4
Точка 5
Точка 5
ЯКУТСК

ПОЧВОВЕДЕНИЕ 
 № 11 
 2019
ВЛИЯНИЕ УВЕЛИЧЕНИЯ ГЛУБИНЫ ДЕЯТЕЛЬНОГО СЛОЯ ПОЧВЫ
1395
Описание растительности и почв района изучения
Точка 1 – координаты: 62°06′ N, 130°14′ E. Ре-
льеф ровный. Растите",Pochved1911003Desyatkin.txt
profile:explicit_pit:139cbf9dcd8ba8525fee,site:pochvovedenie:Pochved1911003Desyatkin:text:raw:ru_abbr:dms:0,62.1,130.23333333333332,reported,pochvovedenie,pochvovedenie:Pochved1911003Desyatkin,ВЛИЯНИЕ УВЕЛИЧЕНИЯ ГЛУБИНЫ ДЕЯТЕЛЬНОГО СЛОЯ ПОЧВЫ,,2019,5,,,,,,Explicit pit label and author-reported coordinate in one source phrase.,"{""spatial_linkage"": ""explicit_labeled_pit_coordinate"", ""coordinate_candidate_id"": ""pochvovedenie:Pochved1911003Desyatkin:text:raw:ru_abbr:dms:0""}
Точка 5
ЯКУТСК

ПОЧВОВЕДЕНИЕ 
 № 11 
 2019
ВЛИЯНИЕ УВЕЛИЧЕНИЯ ГЛУБИНЫ ДЕЯТЕЛЬНОГО СЛОЯ ПОЧВЫ
1395
Описание растительности и почв района изучения
Точка 1 – координаты: 62°06′ N, 130°14′ E. Ре-
льеф ровный. Растительность – толокнянковый
сосновый лес. Доминирует",Pochved1911003Desyatkin.txt
profile:explicit_pit:5313ebffe33a11d9dd17,site:pochvovedenie:Pochved1911003Desyatkin:text:raw:ru_abbr:dms:0,62.1,130.23333333333332,reported,pochvovedenie,pochvovedenie:Pochved1911003Desyatkin,ВЛИЯНИЕ УВЕЛИЧЕНИЯ ГЛУБИНЫ ДЕЯТЕЛЬНОГО СЛОЯ ПОЧВЫ,,2019,3,,,,,,Explicit pit label and author-reported coordinate in one source phrase.,"{""spatial_linkage"": ""explicit_labeled_pit_coordinate"", ""coordinate_candidate_id"": ""pochvovedenie:Pochved1911003Desyatkin:text:raw:ru_abbr:dms:0""}
Точка 3
Точка 4
Точка 4
Точка 5
Точка 5
ЯКУТСК

ПОЧВОВЕДЕНИЕ 
 № 11 
 2019
ВЛИЯНИЕ УВЕЛИЧЕНИЯ ГЛУБИНЫ ДЕЯТЕЛЬНОГО СЛОЯ ПОЧВЫ
1395
Описание растительности и почв района изучения
Точка 1 – координаты: 62°06′ N, 130°14′ E. Ре-
льеф ровный. Растительность – толокн",Pochved1911003Desyatkin.txt
profile:explicit_pit:77b105caec796b82d08d,site:pochvovedenie:Pochved1906012Taskaeva:text:raw:ru_abbr:dms:0,67.51666666666667,64.05,reported,pochvovedenie,pochvovedenie:Pochved1906012Taskaeva,ХАРАКТЕРИСТИКА СООБЩЕСТВ МИКРОАРТРОПОД,,2019,1,,,,,,Explicit pit label and author-reported coordinate in one source phrase.,"{""spatial_linkage"": ""explicit_labeled_pit_coordinate"", ""coordinate_candidate_id"": ""pochvovedenie:Pochved1906012Taskaeva:text:raw:ru_abbr:dms:0""}
Участок 1. Многолетний сеяный луг (67°31′ N,
64°03′ E), располагающийся на надпойменной
террасе, в настоящее время представляет собой
злаково-разнотравный луг с доминированием
мятлика лугового (Poa pratensis), лисохвоста луго-
вого (Alopecurus pratensis) и щуч",Pochved1906012Taskaeva.txt
profile:explicit_pit:97b993d5c94786e75f5b,site:pochvovedenie:Pochved1911003Desyatkin:text:raw:ru_abbr:dms:0,62.1,130.23333333333332,reported,pochvovedenie,pochvovedenie:Pochved1911003Desyatkin,ВЛИЯНИЕ УВЕЛИЧЕНИЯ ГЛУБИНЫ ДЕЯТЕЛЬНОГО СЛОЯ ПОЧВЫ,,2019,1,,,,,,Explicit pit label and author-reported coordinate in one source phrase.,"{""spatial_linkage"": ""explicit_labeled_pit_coordinate"", ""coordinate_candidate_id"": ""pochvovedenie:Pochved1911003Desyatkin:text:raw:ru_abbr:dms:0""}
Точка 1 – координаты: 62°06′ N, 130°14′ E. Ре-
льеф ровный. Растительность – толокнянковый
сосновый лес. Доминирует Pinus sylvestris L.,
очень малая примесь подроста Larix gmelinii L.
Сомкнутость крон 0.6, высота первого яруса 17–
18 м, второго яруса – 5–8 м. ",Pochved1911003Desyatkin.txt
profile:explicit_pit:bd3c00c2455c9d47c463,site:pochvovedenie:Pochved1911003Desyatkin:text:raw:ru_abbr:dms:0,62.1,130.23333333333332,reported,pochvovedenie,pochvovedenie:Pochved1911003Desyatkin,ВЛИЯНИЕ УВЕЛИЧЕНИЯ ГЛУБИНЫ ДЕЯТЕЛЬНОГО СЛОЯ ПОЧВЫ,,2019,4,,,,,,Explicit pit label and author-reported coordinate in one source phrase.,"{""spatial_linkage"": ""explicit_labeled_pit_coordinate"", ""coordinate_candidate_id"": ""pochvovedenie:Pochved1911003Desyatkin:text:raw:ru_abbr:dms:0""}
Точка 4
Точка 5
Точка 5
ЯКУТСК

ПОЧВОВЕДЕНИЕ 
 № 11 
 2019
ВЛИЯНИЕ УВЕЛИЧЕНИЯ ГЛУБИНЫ ДЕЯТЕЛЬНОГО СЛОЯ ПОЧВЫ
1395
Описание растительности и почв района изучения
Точка 1 – координаты: 62°06′ N, 130°14′ E. Ре-
льеф ровный. Растительность – толокнянковый
сосновый",Pochved1911003Desyatkin.txt
profile:prose:0206e21e7aad5c2a90ba,site:pochvovedenie:Pochved1911009Semendyaeva:text:raw:ru_abbr:decimal:0,55.080833,81.206667,reported,pochvovedenie,pochvovedenie:Pochved1911009Semendyaeva,ВТОРИЧНОЕ ЗАСОЛЕНИЕ ХИМИЧЕСКИ МЕЛИОРИРОВАННЫХ,,2019,,,,СОЛОНЦОВ,Russian/national term (unverified),,Prose profile descriptor linked at document level because this document contains one reported Russian coordinate; it is not a row-level or independently surveyed pit coordinate.,"{""profile_candidate_id"": ""pochvovedenie:Pochved1911009Semendyaeva:text:raw:p:soil:60"", ""spatial_linkage"": ""document_single_reported_coordinate""}
 – 40–60 0.88 0.22 0.66 – – – 8.80 – 60–80 1.19 0.42 0.77 – – – 9.00 – 80–100 1.58 0.64 0.94 – – – 9.30 –  ПОЧВОВЕДЕНИЕ   № 11   2019 ВТОРИЧНОЕ ЗАСОЛЕНИЕ ХИМИЧЕСКИ МЕЛИОРИРОВАННЫХ СОЛОНЦОВ 1379 Результаты исследований свидетельствуют (табл. 2), что весной в профиле почв происходило увеличе- ние содержания общего натрия, а к осени – уменьшение. На третий год после поднятия грун- товых вод общее содержание ",Pochved1911009Semendyaeva.txt
profile:prose:023256a3b29e2227a413,site:pochvovedenie:Pochved1912014Zhangurov:text:raw:dms:l:3,65.23216666666667,60.07622222222223,reported,pochvovedenie,pochvovedenie:Pochved1912014Zhangurov,МОРФОЛОГО-ГЕНЕТИЧЕСКИЕ ОСОБЕННОСТИ ПОЧВ,,2019,,,,торфянистым,Russian/national term (unverified),,Prose profile descriptor linked at document level because this document contains one reported Russian coordinate; it is not a row-level or independently surveyed pit coordinate.,"{""profile_candidate_id"": ""pochvovedenie:Pochved1912014Zhangurov:text:raw:p:soil:41"", ""spatial_linkage"": ""document_single_reported_coordinate""}
 см)–BCf–(4– 10 см)–BC(10–20 см)–C(20–30 см). В верхней ча- сти органогенных горизонтов представлен очес из мхов и лишайников, который сменяется сред- неразложившимся  подстилочно-торфянистым гор. О(F + Н) коричневато-бурой окраски мощ- ностью 3–4 см, в нижней части которой присут- ствует грубогумусированный материал (смесь раз- личных по степени разложения органических остатков с минеральными компонентами).",Pochved1912014Zhangurov.txt
profile:prose:0235a0e590457db231c6,site:pochvovedenie:Pochved1906012Taskaeva:text:raw:dms:l:0,67.43416666666667,63.82638888888889,reported,pochvovedenie,pochvovedenie:Pochved1906012Taskaeva,ХАРАКТЕРИСТИКА СООБЩЕСТВ МИКРОАРТРОПОД,,2019,,,,глееватая,Russian/national term (unverified),,Prose profile descriptor linked at document level because this document contains one reported Russian coordinate; it is not a row-level or independently surveyed pit coordinate.,"{""profile_candidate_id"": ""pochvovedenie:Pochved1906012Taskaeva:text:raw:p:soil:4"", ""spatial_linkage"": ""document_single_reported_coordinate""}
ссеянно (занимают до 30%), в ос- новном из родов Cetraria, Cladina и Cladonia. До 80% поверхности покрывают зеленые и сфагно- вые мхи. Почва – криометаморфическая грубогу- мусовая глееватая (Reductaquic Folic Cryosol). На каждом участке отобрано по 10 проб из ор- ганогенного горизонта для анализа абиотиче- ских почвенных параметров 31 августа 2016 г. и по 20 проб площадью 100 см2 до глубины 7 см для учета ",Pochved1906012Taskaeva.txt
profile:prose:02714a98e7b6d304e98c,site:pochvovedenie:Pochved1912014Zhangurov:text:raw:dms:l:3,65.23216666666667,60.07622222222223,reported,pochvovedenie,pochvovedenie:Pochved1912014Zhangurov,МОРФОЛОГО-ГЕНЕТИЧЕСКИЕ ОСОБЕННОСТИ ПОЧВ,,2019,,,,подзолистого,Russian/national term (unverified),,Prose profile descriptor linked at document level because this document contains one reported Russian coordinate; it is not a row-level or independently surveyed pit coordinate.,"{""profile_candidate_id"": ""pochvovedenie:Pochved1912014Zhangurov:text:raw:p:soil:29"", ""spatial_linkage"": ""document_single_reported_coordinate""}
в гор. Еhi) подтверждают диагностику данного почвенного разреза в типе подзолов ил- лювиально-железистых в рамках подтипа остаточ- но-карбонатных. Формирование четко выражен- ного подзолистого гор. Еhi (мощностью до 10 см) в значительной степени определяется неоднородно- стью почвообразующего субстрата, представлен- ного продуктами разрушения и переотложения карбонатных пород с примесью аллохтонного (более ки",Pochved1912014Zhangurov.txt
profile:prose:030ff839040acaeab0af,site:pochvovedenie:Pochved1902013Stavrova:text:raw:ru_abbr:dms:0,61.833333333333336,57.71666666666667,reported,pochvovedenie,pochvovedenie:Pochved1902013Stavrova,ДОЛГОВРЕМЕННЫЕ ПОСЛЕПОЖАРНЫЕ ИЗМЕНЕНИЯ,,2019,,,,подзолов,Russian/national term (unverified),,Prose profile descriptor linked at document level because this document contains one reported Russian coordinate; it is not a row-level or independently surveyed pit coordinate.,"{""profile_candidate_id"": ""pochvovedenie:Pochved1902013Stavrova:text:raw:p:soil:13"", ""spatial_linkage"": ""document_single_reported_coordinate""}
х сукцессии различается от 3.5 (Zn) до 6–7.5 (Fe и Mn) крат, а локальные различия со- ставляют от 6 (Zn) до 100 (Mn) крат. Анализ характеристик гор. E и BH иллювиаль- но-гумусовых подзолов, показывает, что на ми- неральной части профиля в отличие от органо- генного горизонта процессы послепожарного восстановления отражаются очень слабо. При этом концентрации изученных макро- и микро- элементов в минеральн",Pochved1902013Stavrova.txt
profile:prose:05aabca413e91034833e,site:pochvovedenie:Pochved1901010Maslov:text:raw:ru_abbr:dms:0,66.41666666666667,67.3,reported,pochvovedenie,pochvovedenie:Pochved1901010Maslov,МИКРОБИОЛОГИЧЕСКАЯ ТРАНСФОРМАЦИЯ,,2019,,,,торфянистый,Russian/national term (unverified),,Prose profile descriptor linked at document level because this document contains one reported Russian coordinate; it is not a row-level or independently surveyed pit coordinate.,"{""profile_candidate_id"": ""pochvovedenie:Pochved1901010Maslov:text:raw:p:soil:7"", ""spatial_linkage"": ""document_single_reported_coordinate""}
 13 для данных, полученных для поверхностного слоя. РЕЗУЛЬТАТЫ И ОБСУЖДЕНИЕ Содержание лабильного и микробного углерода в почвах при разных способах рекультивации. Поверх- ностный торфянистый горизонт фоновой почвы характеризуется высоким содержанием экстраги- руемого углерода (1405 ± 157 мг/кг). Концентрация Сэкстр в верхнем слое почв и ТПО при разных вари- антах рекультивации значительно ниже фонового уров",Pochved1901010Maslov.txt
profile:prose:05df094a359fdb63a2df,site:pochvovedenie:Pochved1908007Efremova:text:raw:dms:l:4,54.965,89.30222222222221,reported,pochvovedenie,pochvovedenie:Pochved1908007Efremova,ФОРМАЛИЗОВАННЫЙ АНАЛИЗ ГУМУСНОГО СОСТОЯНИЯ,,2019,,,,торфяных,Russian/national term (unverified),,Prose profile descriptor linked at document level because this document contains one reported Russian coordinate; it is not a row-level or independently surveyed pit coordinate.,"{""profile_candidate_id"": ""pochvovedenie:Pochved1908007Efremova:text:raw:p:soil:40"", ""spatial_linkage"": ""document_single_reported_coordinate""}
utric Histosols. Все почвы слагаются торфами моховой группы. Как следует из рис. 2В, по степени разложения (<25%) верхние горизонты Рис. 1. Карта-схема местонахождения исследуемых торфяных массивов восточного макросклона Куз- нецкого Алатау: 1 – Арарат, 2 – Пихтерек, 3 – Бюря, 4 – Тунгужуль, 5 – Печище. 55 N 54 N 89 E 90 E 91 E Белогорск Шира Новоселово Ужур W E S N Сорск ЧЕРНОГОРСК Административная ",Pochved1908007Efremova.txt
